Name,order,SDG,target,Attachments (from SDG) (from target),Target description,Indicators,Type,Availability of data,Disaggregation level,Frequency of data,2020 Value,Remarks,SDGs interactions,SDGs interactions 2,Gaph 1,Graph 2,Graph 3,Graph 4,Graph 5,Graph 6,Graph 7,Resource Library,Multidimensional Poverty Assessment,Experts copy,Referential,I&D Indicators,LNOB Assessment copy,Social Inequalities copy,Sectoral Alignment with Targets (SAT) copy,Horizontal Policy Coherence (HPC) copy,Sustainability Accelerators Analysis (SAA) copy,Policy Intervention Analysis (PIA) Task,AllSDG-indicators,SAT-Task copy,SAT-Task copy,LPR-SI-Task,LPR-EI-Task,Africa Targets Benchmarking (ATB)
C160104,312,SDG 16,T0161,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.1 Significantly reduce all forms of violence and related death rates everywhere,16.1.4 Proportion of population that feel safe walking alone around the area they live,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/safety-walking-alone?region=Africa,,,,,,,,,"""Gideon Chitanga, PhD""",,Percentage of population who feel safe walking alone at night in the city or are,,,,,,,,,,,,
C160201,313,SDG 16,T0162,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/percentage-of-children-214-who-experience-violent-discipline-at-home?tab=map&region=Africa,,,,,,,,,"""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160202,314,SDG 16,T0162,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children","16.2.2 Number of victims of human trafficking per 100, 000 population, by sex, age and form of exploitation",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/victims-of-human-trafficking-under-18-male-vs-female,https://ourworldindata.org/grapher/human-trafficking-over-18-by-sex,,,,,,,,"""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160203,315,SDG 16,T0162,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.2 End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.3 Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/women-who-experienced-sexual-violence-by-age-18?region=Africa,https://ourworldindata.org/grapher/men-experienced-sexual-violence-by-age-18?region=Africa,https://ourworldindata.org/grapher/percentage-of-women-18-to-29-who-report-having-been-victims-of-forced-sex-as-children,https://ourworldindata.org/grapher/percentage-of-men-18-to-29-who-report-having-been-victims-of-forced-sex-as-children,,,,,,"""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160301,316,SDG 16,T0163,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.3 Promote the rule of law at the national and international levels and ensure equal access to justice for all,16.3.1 Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/reported-crime-to-the-police,,,,,,,,,"""Gideon Chitanga, PhD""",,,,,,,SDN2021-CSSSPA-SAA-PSP,,,,,,,
C160302,317,SDG 16,T0163,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.3 Promote the rule of law at the national and international levels and ensure equal access to justice for all,16.3.2 Unsentenced detainees as a proportion of overall prison population,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/unsentenced-detainees-as-proportion-of-prison-population,,,,,,,,,"""Gideon Chitanga, PhD""",,Unsentenced detainees (%),,,,,,,,,,,,
C160401,318,SDG 16,T0164,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.4 By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime",16.4.1 Total value of inward and outward illicit financial flows (in current United States dollars),Global SDG indicator,,,,,,,,,,,,,,,,,"Alois Nyamazana,""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160402,319,SDG 16,T0164,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.4 By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime","16.4.2 Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments",Global SDG indicator,,,,,,,,,,,,,,,,,"""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160501,320,SDG 16,T0164,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.4 By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime","16.5.1 Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/bribery-prevalence-un?region=Africa,,,,,,,,,"Elizabeth Monzili Ilunga Ngomba,""Gideon Chitanga, PhD""",,Corruption Perception Index (0-100) (from SDG 16 Progress),,,,,,,,,,,,
C160502,321,SDG 16,T0165,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.5 Substantially reduce corruption and bribery in all their forms,"16.5.2 Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/bribery-incidence-of-firms-experiencing-at-least-one-bribe-payment-request?region=Africa,,,,,,,,,"""Aderemi Oledele, Ph.D."",""Gideon Chitanga, PhD""",,,,,,,,,,,,,,
C160601,322,SDG 16,T0166,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.6 Develop effective, accountable and transparent institutions at all levels","16.6.1 Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/govt-expenditure-share-budget?region=Africa,,,,,,,,,"""Aderemi Oledele, Ph.D.""",,,,,,,,,,,,,,
C160602,323,SDG 16,T0166,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.6 Develop effective, accountable and transparent institutions at all levels",16.6.2 Proportion of population satisfied with their last experience of public services,Global SDG indicator,,,,,,,,,,,,,,,,,"""Aderemi Oledele, Ph.D."",Elizabeth Monzili Ilunga Ngomba",,,,,,,,,,,,,,
C160701,324,SDG 16,T0167,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.1 Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups",Global SDG indicator,,,,,,,,,,,,,,,,,"Charles Maporisa,Edouard Yao",,,,,,,,,,,,,,
C160702,325,SDG 16,T0167,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels","16.7.2 Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group",Global SDG indicator,,,,,,,,,,,,,,,,,Elizabeth Monzili Ilunga Ngomba,,,,,,,,,,,,,,
C160801,326,SDG 16,T0168,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.8 Broaden and strengthen the participation of developing countries in the institutions of global governance,16.8.1 Proportion of members and voting rights of developing countries in international organizations,Global SDG indicator,,,,,,,,"""https://ourworldindata.org/grapher/proportion-of-members-of-developing-countries-in-international-organizations",https://ourworldindata.org/grapher/proportion-of-voting-rights-in-international-organizations,,,,,,,,"""Aderemi Oledele, Ph.D."",Alois Nyamazana",,,,,,,,,,,,,,
C160901,327,SDG 16,T0169,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.9 By 2030, provide legal identity for all, including birth registration","16.9.1 Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/completeness-of-birth-registration?region=Africa,,,,,,,,,"""Aderemi Oledele, Ph.D."",Charles Maporisa",,"""Birth registrations with civil authority, children under 5 years of age (%)""",,,,,,,,,,,,
C161001,328,SDG 16,T0161,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.10 Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/cases-of-killings-of-journalists-and-media-personnel,,,,,,,,,Alois Nyamazana,,,,,,,,,,,,,,
C161002,329,SDG 16,T0161,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.10 Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.2 Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/countries-that-adopt-guarantees-for-public-access-to-information,,,,,,,,,Alois Nyamazana,,Freedom of Press Index (best 0 - 100 worst),,,,,,,,,,,,
C160a01,330,SDG 16,T016a,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),"16.a Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime",16.a.1 Existence of independent national human rights institutions in compliance with the Paris Principles,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/countries-that-applied-for-accreditation-in-paris-principles,https://ourworldindata.org/grapher/countries-in-compliance-with-paris-principles?region=Africa,,,,,,,,Alois Nyamazana,,,,,,,,,,,,,,
C200204,331,SDG 16,T016b,SDG10.jpg (https://dl.airtable.com/.attachments/55131b532311dfda95df1c3e19891ad0/a0b9ce07/SDG10.jpg),16.b Promote and enforce non-discriminatory laws and policies for sustainable development,16.b.1 Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Global SDG indicator,,,,,,,,,,,,,,,,,Alois Nyamazana,,,,,,,,,,,,,,
C170101,332,SDG 17,T0171,SDG17.jpg (https://dl.airtable.com/.attachments/b5aac66038f62a56b9966ad9b9220fd8/5bce4ea2/SDG17.jpg),"17.1 Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection","17.1.1 Total government revenue as a proportion of GDP, by source",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/total-government-revenue-of-gdp?region=Africa,,,,,,,,,Juana Purchase Hatfield,,Government Revenue excluding Grants (% GDP),,,,,,,,,,,,
C170102,333,SDG 17,T0171,SDG17.jpg (https://dl.airtable.com/.attachments/b5aac66038f62a56b9966ad9b9220fd8/5bce4ea2/SDG17.jpg),"17.1 Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",17.1.2 Proportion of domestic budget funded by domestic taxes,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/proportion-of-domestic-budget-funded-by-domestic-taxes-of-gdp?region=Africa,,,,,,,,,Juana Purchase Hatfield,,,,,,,,,,,,,,
C170201,334,SDG 17,T0172,SDG17.jpg (https://dl.airtable.com/.attachments/b5aac66038f62a56b9966ad9b9220fd8/5bce4ea2/SDG17.jpg),"17.2 Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries","17.2.1 Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/net-oda-as-percentage-of-oecd-donors-gni,https://ourworldindata.org/grapher/net-oda-to-ldcs-as-percentage-of-donors-gni,,,,,,,,,,,,,,,,,,,,,,
C170301,335,SDG 17,T0173,SDG17.jpg (https://dl.airtable.com/.attachments/b5aac66038f62a56b9966ad9b9220fd8/5bce4ea2/SDG17.jpg),17.3 Mobilize additional financial resources for developing countries from multiple sources,"17.3.1 Foreign direct investment (FDI), official development assistance and South-South cooperation as a proportion of total domestic budget",Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/foreign-direct-investment-net-outflows-of-gdp?region=Africa,,,,,,,,,,,,,,,,,,,,,,,
C170302,336,SDG 17,T0173,SDG17.jpg (https://dl.airtable.com/.attachments/b5aac66038f62a56b9966ad9b9220fd8/5bce4ea2/SDG17.jpg),17.3 Mobilize additional financial resources for developing countries from multiple sources,17.3.2 Volume of remittances (in United States dollars) as a proportion of total GDP,Global SDG indicator,,,,,,,,https://ourworldindata.org/grapher/personal-remittances-received-of-gdp?region=Africa,,,,,,,,"""Housing, living Standard & basic services""",,,,,,,,,,,,,,,
